,close price
2016/8/24,5217.69
2016/8/25,5212.2
2016/8/26,5218.92
2016/8/29,5232.33
2016/8/30,5222.99
2016/8/31,5213.22
2016/9/1,5227.21
2016/9/2,5249.9
2016/9/6,5275.91
2016/9/7,5283.93
2016/9/8,5259.48
2016/9/9,5125.91
2016/9/12,5211.89
2016/9/13,5155.25
2016/9/14,5173.77
2016/9/15,5249.69
2016/9/16,5244.57
2016/9/19,5235.03
2016/9/20,5241.35
2016/9/21,5295.18
2016/9/22,5339.52
2016/9/23,5305.75
2016/9/26,5257.49
2016/9/27,5305.71
2016/9/28,5318.55
2016/9/29,5269.15
2016/9/30,5312
2016/10/3,5300.87
2016/10/4,5289.66
2016/10/5,5316.02
2016/10/6,5306.85
2016/10/7,5292.4
2016/10/10,5328.67
2016/10/11,5246.79
2016/10/12,5239.02
2016/10/13,5213.33
2016/10/14,5214.16
2016/10/17,5199.82
2016/10/18,5243.84
2016/10/19,5246.41
2016/10/20,5241.83
2016/10/21,5257.4
2016/10/24,5309.83
2016/10/25,5283.4
2016/10/26,5250.27
2016/10/27,5215.97
2016/10/28,5190.1
2016/10/31,5189.13
2016/11/1,5153.58
2016/11/2,5105.57
2016/11/3,5058.41
2016/11/4,5046.37
2016/11/7,5166.17
2016/11/8,5193.49
2016/11/9,5251.07
2016/11/10,5208.8
2016/11/11,5237.11
2016/11/14,5218.4
2016/11/15,5275.62
2016/11/16,5294.58
2016/11/17,5333.97
2016/11/18,5321.51
2016/11/21,5368.86
2016/11/22,5386.35
2016/11/23,5380.68
2016/11/23,5380.68
2016/11/25,5398.92
2016/11/28,5368.81
2016/11/29,5379.92
2016/11/30,5323.68
2016/12/1,5251.11
2016/12/2,5255.65
2016/12/5,5308.89
2016/12/6,5333
2016/12/7,5393.76
2016/12/8,5417.36
2016/12/9,5444.5
2016/12/12,5412.54
2016/12/13,5463.83
2016/12/14,5436.67
2016/12/15,5456.85
2016/12/16,5437.16
2016/12/19,5457.44
2016/12/20,5483.94
2016/12/21,5471.43
2016/12/22,5447.42
2016/12/23,5462.69
